age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
working adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,Outlying-US(Guam-USVI-etc),<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
working adult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,full-time,United-States,<=50K
working adult,Federal-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,full-time,United-States,<=50K
young adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Masters,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Female,full-time,India,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
retirement,Private,Assoc-voc,Separated,Other-service,Unmarried,White,Female,part-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,full-time,Mexico,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Masters,Divorced,Sales,Not-in-family,White,Male,part-time,Iran,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,Other,Female,full-time,United-States,<=50K
working adult,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,part-time,United-States,<=50K
working adult,Private,10th,Separated,Sales,Unmarried,White,Female,overtime,Italy,<=50K
retirement,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Exec-managerial,Own-child,Black,Female,full-time,Jamaica,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
young adult,Self-emp-not-inc,HS-grad,Divorced,Other-service,Not-in-family,White,Female,full-time,United-States,<=50K
retirement,Local-gov,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,overtime,United-States,<=50K
retirement,Local-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,overtime,United-States,>50K
young adult,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,overtime,United-States,<=50K
working adult,State-gov,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,full-time,United-States,<=50K
childhood,Private,11th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,part-time,United-States,<=50K
working adult,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,12th,Divorced,Transport-moving,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,7th-8th,Never-married,Adm-clerical,Own-child,White,Male,full-time,Portugal,<=50K
working adult,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,Female,full-time,United-States,<=50K
working adult,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,State-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Local-gov,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,part-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,full-time,United-States,<=50K
working adult,Federal-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,overtime,United-States,>50K
working adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,part-time,United-States,>50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
young adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,part-time,United-States,<=50K
working adult,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Doctorate,Married-civ-spouse,Exec-managerial,Wife,White,Female,part-time,United-States,>50K
young adult,Private,Assoc-voc,Never-married,Sales,Unmarried,White,Male,part-time,United-States,<=50K
working adult,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
retirement,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,full-time,United-States,<=50K
working adult,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,overtime,United-States,<=50K
working adult,Local-gov,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Local-gov,Assoc-voc,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
young adult,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,full-time,United-States,<=50K
working adult,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,full-time,United-States,<=50K
working adult,State-gov,Masters,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,full-time,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,full-time,United-States,>50K
working adult,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,part-time,United-States,<=50K
working adult,Self-emp-not-inc,Assoc-voc,Separated,Exec-managerial,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,full-time,United-States,<=50K
childhood,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,Mexico,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Black,Female,overtime,United-States,>50K
working adult,Local-gov,Bachelors,Never-married,Sales,Own-child,White,Female,full-time,United-States,<=50K
young adult,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,10th,Never-married,Craft-repair,Other-relative,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
working adult,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,full-time,United-States,>50K
working adult,Federal-gov,Bachelors,Divorced,Tech-support,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Black,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,Masters,Widowed,Other-service,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,overtime,Mexico,<=50K
working adult,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,full-time,Italy,<=50K
working adult,Local-gov,Assoc-voc,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,>50K
working adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,part-time,United-States,>50K
working adult,Private,Bachelors,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,full-time,Philippines,>50K
young adult,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
